City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
278,Erdenet,MN,2022-07-09 18:24:33,49.0333,104.0833,51.15,87,97,2.06
279,Bafra,TR,2022-07-09 18:24:33,41.5678,35.9069,69.71,86,2,2.77
280,Yangambi,CD,2022-07-09 18:24:34,0.8102,24.4336,80.71,44,75,2.98
281,Rio Gallegos,AR,2022-07-09 18:21:34,-51.6226,-69.2181,28.45,80,0,16.11
282,Ribeira Brava,PT,2022-07-09 18:24:34,32.65,-17.0667,83.12,52,3,2.19
283,Saint-Augustin,CA,2022-07-09 18:24:35,51.226,-58.6502,61.5,68,56,20.49
284,Meulaboh,ID,2022-07-09 18:24:35,4.1363,96.1285,77.43,88,100,3.31
285,Palu,ID,2022-07-09 18:24:35,-0.8917,119.8707,75.43,98,100,4.21
286,Champerico,GT,2022-07-09 18:24:36,14.3,-91.9167,91.94,72,24,4.38
287,El Alto,PE,2022-07-09 18:24:36,-4.2714,-81.2147,73.06,62,97,16.87
288,Hilo,US,2022-07-09 18:20:19,19.7297,-155.09,78.24,83,100,0.0
289,Tirodi,IN,2022-07-09 18:24:37,21.6833,79.7,79.02,85,33,2.39
290,Pailon,BO,2022-07-09 18:24:37,-17.65,-62.75,89.28,25,15,17.87
291,Camana,PE,2022-07-09 18:24:38,-16.6228,-72.7111,66.87,69,73,8.3
292,Ancud,CL,2022-07-09 18:24:38,-41.8697,-73.8203,47.23,85,100,9.82
293,Ribas Do Rio Pardo,BR,2022-07-09 18:24:39,-20.4431,-53.7592,91.35,23,11,8.46
294,Preobrazheniye,RU,2022-07-09 18:24:39,42.9019,133.9064,62.08,92,93,7.54
295,Bata,GQ,2022-07-09 18:24:39,1.8639,9.7658,76.51,82,44,12.53
296,Auki,SB,2022-07-09 18:22:09,-8.7676,160.7034,75.58,87,66,3.22
297,Arman,RU,2022-07-09 18:24:40,59.7,150.1667,55.6,96,41,2.75
298,Bengkulu,ID,2022-07-09 18:24:40,-3.8004,102.2655,75.11,87,5,4.23
299,Aswan,EG,2022-07-09 18:19:55,24.0934,32.907,91.83,20,60,10.02
300,Rovaniemi,FI,2022-07-09 18:24:41,66.5,25.7167,60.21,82,0,4.61
301,Chuy,UY,2022-07-09 18:24:41,-33.6971,-53.4616,61.34,91,92,11.88
302,Lamlash,GB,2022-07-09 18:24:42,55.5336,-5.1296,64.49,76,38,5.86
303,Port Hedland,AU,2022-07-09 18:23:22,-20.3167,118.5667,51.85,66,4,8.05
304,Hope,US,2022-07-09 18:24:42,33.6671,-93.5916,104.07,29,17,7.38
305,Taguatinga,BR,2022-07-09 18:24:43,-12.3857,-46.5711,91.36,19,0,7.02
306,Paita,PE,2022-07-09 18:21:59,-5.0892,-81.1144,69.94,70,89,13.65
307,Lerwick,GB,2022-07-09 18:24:43,60.1545,-1.1494,51.8,90,100,8.43
308,Paso De Patria,AR,2022-07-09 18:24:43,-27.2454,-58.5454,89.08,39,3,14.38
309,Bilma,NE,2022-07-09 18:24:44,18.6853,12.9164,97.16,16,0,3.18
310,Urumqi,CN,2022-07-09 18:24:44,43.801,87.6005,67.15,64,0,6.71
311,Hambantota,LK,2022-07-09 18:24:07,6.1241,81.1185,81.0,74,88,20.15
312,Namibe,AO,2022-07-09 18:24:45,-15.1961,12.1522,64.47,82,11,10.0
313,Vila Franca Do Campo,PT,2022-07-09 18:24:45,37.7167,-25.4333,68.41,71,45,8.86
314,Umm Kaddadah,SD,2022-07-09 18:24:46,13.6017,26.6876,89.83,38,92,3.65
315,Felanitx,ES,2022-07-09 18:24:46,39.4696,3.1483,85.44,41,0,6.11
316,Falam,MM,2022-07-09 18:24:47,22.9167,93.6833,62.74,97,8,2.48
317,Broome,US,2022-07-09 18:24:47,42.2506,-75.833,82.18,43,0,9.22
318,Conde,BR,2022-07-09 18:24:47,-7.2597,-34.9075,80.06,69,75,12.66
319,Handan,CN,2022-07-09 18:25:48,36.6006,114.4678,75.56,80,39,14.45
320,Dingli,MT,2022-07-09 18:25:48,35.8614,14.3822,79.81,57,20,6.91
321,Ixtapa,MX,2022-07-09 18:25:49,20.7,-105.2,88.23,62,20,4.0
322,Atar,MR,2022-07-09 18:25:49,20.5169,-13.0499,106.09,17,28,12.41
323,Nago,JP,2022-07-09 18:25:50,26.5881,127.9761,84.63,92,100,10.11
324,Souillac,MU,2022-07-09 18:25:50,-20.5167,57.5167,68.38,68,40,14.97
325,Kutum,SD,2022-07-09 18:25:50,14.2,24.6667,82.71,36,96,8.25
326,Alamosa,US,2022-07-09 18:25:51,37.4695,-105.87,80.58,28,0,5.75
327,Robat Karim,IR,2022-07-09 18:25:51,35.4846,51.0829,89.46,20,0,13.8
328,La Brea,HN,2022-07-09 18:25:51,15.8,-85.9667,85.51,74,75,3.44
329,San Carlos De Bariloche,AR,2022-07-09 18:25:52,-41.1456,-71.3082,41.25,81,75,4.61
330,Gibraleon,ES,2022-07-09 18:25:52,37.3763,-6.969,89.02,28,0,13.2
331,Gubkinskiy,RU,2022-07-09 18:25:53,64.434,76.5026,61.86,66,2,11.39
332,Poshekhonye,RU,2022-07-09 18:25:53,58.4993,39.1353,63.81,78,100,5.75
333,Alvdal,NO,2022-07-09 18:25:54,62.1077,10.6307,47.71,85,100,6.49
334,Morondava,MG,2022-07-09 18:25:54,-20.2833,44.2833,71.65,58,0,13.69
335,Luderitz,NA,2022-07-09 18:21:30,-26.6481,15.1594,56.52,90,26,11.16
336,Bethel,US,2022-07-09 18:25:54,41.3712,-73.414,85.17,43,0,8.05
337,Kingston Upon Hull,GB,2022-07-09 18:25:55,53.7446,-0.3353,69.12,33,56,10.36
338,Kenai,US,2022-07-09 18:25:55,60.5544,-151.2583,64.49,60,75,9.22
339,Sterling,US,2022-07-09 18:25:12,39.0062,-77.4286,71.55,94,100,6.91
340,Peniche,PT,2022-07-09 18:25:56,39.3558,-9.3811,88.09,72,1,10.45
341,Grand Gaube,MU,2022-07-09 18:25:56,-20.0064,57.6608,68.4,62,74,5.99
342,Pangody,RU,2022-07-09 18:25:56,65.85,74.4859,55.08,80,10,5.37
343,Pecos,US,2022-07-09 18:25:57,31.4229,-103.4932,98.69,23,40,0.0
344,Kamenka,RU,2022-07-09 18:25:57,51.3223,42.7678,71.24,58,100,5.37
345,Mogadishu,SO,2022-07-09 18:25:58,2.0371,45.3438,75.58,81,20,19.48
346,Myitkyina,MM,2022-07-09 18:25:58,25.3833,97.4,77.07,93,9,1.39
347,Oksfjord,NO,2022-07-09 18:25:59,70.2396,22.3479,59.07,75,88,2.53
348,Svetlogorsk,BY,2022-07-09 18:25:59,52.6333,29.7333,62.38,83,100,5.3
349,Hofn,IS,2022-07-09 18:25:28,64.2539,-15.2082,50.83,89,100,2.42
350,Salamanca,ES,2022-07-09 18:24:53,40.8333,-6.0,93.99,11,0,13.0
351,Beyneu,KZ,2022-07-09 18:26:00,45.3167,55.2,86.23,17,46,5.86
352,Kirakira,SB,2022-07-09 18:26:00,-10.4544,161.9205,77.9,84,19,6.53
353,Talara,PE,2022-07-09 18:26:00,-4.5772,-81.2719,75.96,60,0,23.02
354,Sosnovka,RU,2022-07-09 18:26:01,56.255,51.2842,63.1,91,99,3.06
355,Paysandu,UY,2022-07-09 18:26:01,-32.3214,-58.0756,73.87,72,47,15.86
356,Sao Miguel Do Tapuio,BR,2022-07-09 18:26:02,-5.5036,-41.3233,93.31,24,34,8.34
357,Nalut,LY,2022-07-09 18:26:02,30.3333,10.85,93.94,23,27,18.95
358,Muroto,JP,2022-07-09 18:26:03,33.2833,134.15,78.71,88,24,2.46
359,Anderson,US,2022-07-09 18:26:03,34.5334,-82.6499,90.16,78,0,11.5
360,Ostrovnoy,RU,2022-07-09 18:26:03,68.0531,39.5131,47.32,88,85,6.46
361,Puerto Escondido,MX,2022-07-09 18:25:07,15.85,-97.0667,86.83,58,40,8.05
362,Pangnirtung,CA,2022-07-09 18:25:16,66.1451,-65.7125,48.2,76,75,20.71
363,Knyaze-Volkonskoye,RU,2022-07-09 18:26:04,48.4642,135.4567,68.34,96,100,3.36
364,Komsomolets,KZ,2022-07-09 18:26:04,53.7453,62.0708,68.94,66,80,3.87
365,Storm Lake,US,2022-07-09 18:26:05,42.6411,-95.2097,81.64,78,75,4.61
366,Nenjiang,CN,2022-07-09 18:26:05,49.1833,125.2167,59.16,92,64,7.47
367,Yulara,AU,2022-07-09 18:27:06,-25.2406,130.9889,42.78,59,0,7.54
368,Arona,ES,2022-07-09 18:27:06,28.0996,-16.681,73.92,57,0,3.44
369,Fort Nelson,CA,2022-07-09 18:26:02,58.8053,-122.7002,58.59,94,100,12.66
370,Mahon,ES,2022-07-09 18:26:41,39.8885,4.2658,82.96,34,0,6.91
371,Cervo,ES,2022-07-09 18:27:07,43.6702,-7.4101,69.71,77,0,11.9
372,Great Yarmouth,GB,2022-07-09 18:27:08,52.6083,1.7305,68.41,67,65,8.95
373,Onokhoy,RU,2022-07-09 18:27:08,51.932,108.0747,53.35,71,47,4.74
374,Menongue,AO,2022-07-09 18:27:08,-14.6585,17.691,59.7,37,35,4.43
375,Namatanai,PG,2022-07-09 18:27:09,-3.6667,152.4333,77.25,75,8,7.0
376,Flagstaff,US,2022-07-09 18:26:16,35.1981,-111.6513,91.09,21,40,8.05
377,Hervey Bay,AU,2022-07-09 18:27:09,-25.2986,152.8535,52.5,67,23,11.36
378,Yenagoa,NG,2022-07-09 18:27:10,4.9247,6.2642,74.8,92,100,6.04
379,Aksu,CN,2022-07-09 18:27:10,41.1231,80.2644,79.68,31,87,16.13
380,Ulverstone,AU,2022-07-09 18:27:11,-41.15,146.1667,41.22,79,5,6.87
381,Atyrau,KZ,2022-07-09 18:27:11,47.1167,51.8833,78.82,31,0,4.47
382,Adrar,MR,2022-07-09 18:27:11,20.5022,-10.0711,108.73,9,7,5.77
383,Khandyga,RU,2022-07-09 18:27:12,62.6667,135.6,54.27,77,98,4.85
384,Fort Payne,US,2022-07-09 18:27:12,34.4442,-85.7197,89.73,61,40,8.05
385,Hrodna,BY,2022-07-09 18:27:13,53.6884,23.8258,58.23,86,86,5.39
386,Tautira,PF,2022-07-09 18:27:13,-17.7333,-149.15,76.59,73,76,17.54
387,Killam,CA,2022-07-09 18:27:14,52.7834,-111.8518,69.75,56,10,9.22
388,Korla,CN,2022-07-09 18:27:14,41.7597,86.1469,84.24,19,93,12.12
389,Talas,TR,2022-07-09 18:27:14,38.6908,35.5538,77.67,34,40,0.0
390,Portland,US,2022-07-09 18:27:15,45.5234,-122.6762,75.56,62,75,5.01
391,Saint-Pierre,RE,2022-07-09 18:27:15,-21.3393,55.4781,67.91,69,20,17.27
392,Kaitangata,NZ,2022-07-09 18:27:16,-46.2817,169.8464,33.71,87,59,4.52
393,Tiznit,MA,2022-07-09 18:27:16,29.5833,-9.5,99.5,14,60,9.4
394,Marsa Matruh,EG,2022-07-09 18:27:16,31.3525,27.2453,80.8,78,40,10.36
395,Coracora,PE,2022-07-09 18:27:17,-15.0333,-73.7833,61.18,35,46,9.04
396,Severo-Kurilsk,RU,2022-07-09 18:27:17,50.6789,156.125,53.73,89,99,11.5
397,Srikakulam,IN,2022-07-09 18:27:18,18.3,83.9,79.65,87,91,5.61
398,Huesca,ES,2022-07-09 18:27:18,42.1362,-0.4087,92.08,29,0,10.36
399,Inuvik,CA,2022-07-09 18:24:09,68.3499,-133.7218,56.16,94,100,5.75
400,Simojovel,MX,2022-07-09 18:27:19,17.1391,-92.7103,87.08,46,6,5.12
401,Zyryanka,RU,2022-07-09 18:27:19,65.75,150.85,49.24,81,99,2.24
402,Lorengau,PG,2022-07-09 18:27:20,-2.0226,147.2712,81.7,77,88,10.4
403,Beysehir,TR,2022-07-09 18:27:20,37.6773,31.7246,70.93,50,0,10.02
404,Bonavista,CA,2022-07-09 18:27:21,48.6499,-53.1147,58.26,73,60,18.14
405,Phitsanulok,TH,2022-07-09 18:27:21,16.9167,100.5,72.59,99,100,2.57
406,Awbari,LY,2022-07-09 18:27:22,26.5921,12.7805,97.93,13,1,8.79
407,Kupang,ID,2022-07-09 18:27:22,-10.1667,123.5833,75.45,82,23,14.61
408,Puerto Baquerizo Moreno,EC,2022-07-09 18:22:40,-0.9,-89.6,76.19,73,75,11.5
409,Cayenne,GF,2022-07-09 18:23:42,4.9333,-52.3333,86.04,1,75,5.75
410,Taft,IR,2022-07-09 18:27:23,31.7471,54.2088,93.15,10,14,9.22
411,Chudniv,UA,2022-07-09 18:27:23,50.052,28.1175,60.42,86,59,7.83
412,Labuhan,ID,2022-07-09 18:27:23,-6.8844,112.2051,75.33,84,11,7.09
413,Jeremie,HT,2022-07-09 18:28:24,18.65,-74.1167,86.27,62,100,5.61
414,Kodino,RU,2022-07-09 18:28:24,63.7198,39.6447,63.86,62,61,4.43
415,Avsyunino,RU,2022-07-09 18:28:25,55.5652,39.1232,64.08,81,84,2.77
416,Lasa,IT,2022-07-09 18:28:25,46.6166,10.7002,74.28,54,57,6.08
417,Bacolod,PH,2022-07-09 18:28:26,10.6667,122.95,77.61,89,100,8.79
418,Porto Novo,BJ,2022-07-09 18:28:26,6.4965,2.6036,78.62,94,100,3.51
419,Zig,US,2022-07-09 18:28:26,40.127,-92.7663,84.16,69,20,10.36
420,Waterford,US,2022-07-09 18:28:27,42.7023,-83.4027,79.84,35,75,11.5
421,Khash,IR,2022-07-09 18:28:27,28.2211,61.2158,88.83,9,34,12.03
422,Ajdabiya,LY,2022-07-09 18:28:28,30.7554,20.2263,80.1,66,0,21.03
423,Mengyin,CN,2022-07-09 18:28:28,35.7069,117.9264,77.41,78,57,3.02
424,Rorvik,NO,2022-07-09 18:28:29,64.8621,11.2373,52.54,82,96,3.13
425,Tafresh,IR,2022-07-09 18:28:29,34.692,50.013,76.93,17,0,10.89
426,Severomuysk,RU,2022-07-09 18:27:58,56.1481,113.4267,47.26,95,100,4.03
427,Chiesanuova,SM,2022-07-09 18:28:29,43.9045,12.4214,73.63,48,0,6.91
428,Kholodnyy,RU,2022-07-09 18:28:30,62.7167,147.95,57.87,57,5,5.57
429,Sisimiut,GL,2022-07-09 18:28:30,66.9395,-53.6735,44.94,79,100,11.88
430,Praia,CV,2022-07-09 18:28:06,14.9215,-23.5087,79.34,69,75,13.8
431,Kushima,JP,2022-07-09 18:28:31,31.4583,131.2333,74.05,90,1,5.61
432,Anadyr,RU,2022-07-09 18:28:31,64.75,177.4833,54.1,87,40,13.42
433,Praia Da Vitoria,PT,2022-07-09 18:28:32,38.7333,-27.0667,70.75,78,75,9.86
434,Cativa,PA,2022-07-09 18:28:32,9.3606,-79.8436,85.19,87,100,3.51
435,Porto-Vecchio,FR,2022-07-09 18:28:32,41.591,9.2795,85.66,35,0,4.61
436,Callaway,US,2022-07-09 18:28:33,30.153,-85.5699,91.98,76,86,5.99
437,Sobolevo,RU,2022-07-09 18:28:33,54.4299,31.8996,64.09,78,78,1.5
438,Novoagansk,RU,2022-07-09 18:28:34,61.9449,76.6625,67.24,88,40,5.5
439,Huarmey,PE,2022-07-09 18:28:34,-10.0681,-78.1522,68.04,71,77,11.65
440,Ekhabi,RU,2022-07-09 18:28:34,53.5102,142.9671,60.33,89,30,9.53
441,Touros,BR,2022-07-09 18:25:45,-5.1989,-35.4608,81.43,68,22,16.06
442,Hengshan,CN,2022-07-09 18:28:35,45.2,130.9167,59.13,96,92,3.71
443,Goderich,CA,2022-07-09 18:28:35,43.7501,-81.7165,68.32,56,0,13.8
444,Fertorakos,HU,2022-07-09 18:28:36,47.7202,16.6504,74.35,58,45,18.68
445,Mackenzie,CA,2022-07-09 18:28:36,55.2999,-123.1698,62.82,51,75,8.05
446,Piopio,NZ,2022-07-09 18:28:37,-38.4667,175.0167,53.1,100,99,1.68
447,Rawson,AR,2022-07-09 18:28:37,-43.3002,-65.1023,58.42,31,63,12.5
448,Mrakovo,RU,2022-07-09 18:28:37,52.7161,56.6244,62.82,91,76,2.91
449,Kargat,RU,2022-07-09 18:28:38,55.1956,80.2811,64.29,76,98,7.14
450,Oussouye,SN,2022-07-09 18:28:38,12.485,-16.5469,86.18,73,96,9.93
451,Borgarnes,IS,2022-07-09 18:28:39,64.5383,-21.9206,57.25,91,100,5.44
452,Warri,NG,2022-07-09 18:28:39,5.5167,5.75,73.33,98,100,5.3
453,Empangeni,ZA,2022-07-09 18:28:39,-28.762,31.8933,66.49,71,0,11.56
454,Florianopolis,BR,2022-07-09 18:28:40,-27.6146,-48.5012,73.54,71,0,10.36
455,Half Moon Bay,US,2022-07-09 18:25:20,37.4636,-122.4286,80.89,77,100,17.27
456,Palmer,US,2022-07-09 18:27:56,42.1584,-72.3287,82.92,31,20,6.91
457,Yar-Sale,RU,2022-07-09 18:28:41,66.8333,70.8333,56.23,71,1,0.72
458,Faya,SA,2022-07-09 18:28:41,18.3851,42.4509,69.91,41,99,5.66
459,Isangel,VU,2022-07-09 18:26:42,-19.55,169.2667,75.31,94,40,2.3
460,Tongzi,CN,2022-07-09 18:28:42,28.7829,105.0877,79.88,77,18,3.49
461,Gawler,AU,2022-07-09 18:28:42,-34.6,138.7333,41.09,95,0,5.14
462,Northam,GB,2022-07-09 18:29:42,51.0333,-4.2167,70.61,64,14,10.22
463,Willemstad,CW,2022-07-09 18:25:54,12.1084,-68.9335,85.91,70,40,14.97
464,Maracaibo,VE,2022-07-09 18:29:43,10.6317,-71.6406,91.71,51,81,2.86
465,Ilulissat,GL,2022-07-09 18:29:43,69.2167,-51.1,50.02,62,20,4.61
466,Progreso,MX,2022-07-09 18:29:44,21.2833,-89.6667,93.11,60,13,13.44
467,Iqaluit,CA,2022-07-09 18:29:17,63.7506,-68.5145,40.73,86,40,9.22
468,Alexandria,EG,2022-07-09 18:27:53,31.2156,29.9553,80.56,74,40,10.36
469,Nizhniy Kuranakh,RU,2022-07-09 18:29:44,58.8353,125.4869,58.1,98,100,1.66
470,Tapejara,BR,2022-07-09 18:29:45,-28.0681,-52.0139,75.58,71,28,8.25
471,Guaruja,BR,2022-07-09 18:29:45,-23.9931,-46.2564,72.9,26,75,9.22
472,Pitimbu,BR,2022-07-09 18:29:46,-7.4706,-34.8086,81.19,79,37,13.67
473,Sola,VU,2022-07-09 18:26:33,-13.8833,167.55,77.67,100,100,0.0
474,Shangzhi,CN,2022-07-09 18:29:46,45.2167,127.9667,60.94,91,0,3.94
475,Pinega,RU,2022-07-09 18:29:47,64.7001,43.3936,61.99,65,82,3.67
476,Paragominas,BR,2022-07-09 18:29:47,-2.9667,-47.4833,87.8,51,52,5.17
477,Santa Cruz,BO,2022-07-09 18:29:47,-17.8,-63.1667,87.85,48,75,26.46
478,Post Falls,US,2022-07-09 18:29:48,47.718,-116.9516,78.55,49,0,8.05
479,Bulnes,CL,2022-07-09 18:29:48,-36.7423,-72.2985,48.96,92,100,15.84
480,Odweyne,SO,2022-07-09 18:29:49,9.4092,45.064,70.66,55,86,20.71
481,Sakakah,SA,2022-07-09 18:29:49,29.9697,40.2064,94.57,10,0,14.54
482,San Policarpo,PH,2022-07-09 18:29:49,12.1791,125.5072,78.01,88,100,4.94
483,Mandeville,JM,2022-07-09 18:29:50,18.0417,-77.5071,86.02,40,98,13.53
484,Tabou,CI,2022-07-09 18:29:50,4.423,-7.3528,77.49,75,84,10.04
485,Sisak,HR,2022-07-09 18:29:51,45.4661,16.3783,76.98,61,76,2.17
486,Alice Springs,AU,2022-07-09 18:29:51,-23.7,133.8833,29.75,93,0,0.0
487,Broken Hill,AU,2022-07-09 18:29:52,-31.95,141.4333,40.77,89,33,7.47
488,Acarau,BR,2022-07-09 18:25:41,-2.8856,-40.12,85.5,58,80,14.45
489,Upington,ZA,2022-07-09 18:29:52,-28.4478,21.2561,64.78,32,0,8.05
490,Lae,PG,2022-07-09 18:29:53,-6.7221,146.9847,75.92,73,90,5.86
491,Hazebrouck,FR,2022-07-09 18:29:53,50.7237,2.5373,69.73,61,32,13.04
492,Noumea,NC,2022-07-09 18:26:26,-22.2763,166.4572,75.0,99,0,5.55
493,Solnechnyy,RU,2022-07-09 18:29:54,50.7214,136.6319,67.35,94,70,5.03
494,Iranduba,BR,2022-07-09 18:29:54,-3.2847,-60.1861,79.12,58,36,5.73
495,Kampot,KH,2022-07-09 18:29:54,10.6167,104.1833,80.65,88,100,17.47
496,Phayao,TH,2022-07-09 18:29:55,19.25,100.25,72.95,99,100,2.46
497,Ambon,ID,2022-07-09 18:29:55,-3.6954,128.1814,78.24,15,40,5.75
498,Sidi Ali,DZ,2022-07-09 18:29:56,36.0998,0.4206,76.19,58,0,15.28
499,Candelaria,PH,2022-07-09 18:29:56,13.9311,121.4233,80.38,94,29,2.93
500,Great Falls,US,2022-07-09 18:29:57,47.5002,-111.3008,84.69,33,0,5.01
501,Harwich,GB,2022-07-09 18:28:09,51.9419,1.2844,69.35,71,38,8.01
502,Palencia,ES,2022-07-09 18:27:37,42.4167,-4.5,87.8,23,0,17.4
503,Christchurch,NZ,2022-07-09 18:29:58,-43.5333,172.6333,39.9,81,100,9.22
504,Taltal,CL,2022-07-09 18:29:58,-25.4,-70.4833,60.69,72,44,3.27
505,Matagalpa,NI,2022-07-09 18:29:59,12.9256,-85.9175,83.21,61,40,13.8
506,Newport,GB,2022-07-09 18:29:59,51.5877,-2.9984,78.67,65,15,1.1
507,Belz,FR,2022-07-09 18:29:59,47.6751,-3.168,83.12,47,0,8.99
508,Gushikawa,JP,2022-07-09 18:30:00,26.3544,127.8686,83.79,89,40,10.36
509,Shu,KZ,2022-07-09 18:31:00,43.5983,73.7614,70.2,38,0,4.14
510,Constitucion,CL,2022-07-09 18:30:13,-35.3333,-72.4167,53.42,87,100,18.52
511,Jaicos,BR,2022-07-09 18:31:01,-7.3592,-41.1378,82.98,42,7,12.88
512,Bomet,KE,2022-07-09 18:31:02,-0.7813,35.3416,58.1,68,97,6.02
513,Ust-Maya,RU,2022-07-09 18:31:02,60.4167,134.5333,60.17,69,25,3.65
514,Zhob,PK,2022-07-09 18:31:03,31.3411,69.4481,71.01,87,91,5.66
515,Worland,US,2022-07-09 18:31:03,44.0169,-107.9554,92.68,38,0,5.75
516,Guerrero Negro,MX,2022-07-09 18:31:03,27.9769,-114.0611,77.27,58,16,17.58
517,Kropachevo,RU,2022-07-09 18:31:04,55.0112,57.9896,61.83,84,7,2.15
518,Dwarka,IN,2022-07-09 18:31:05,22.2394,68.9678,82.65,84,100,24.63
519,Rocha,UY,2022-07-09 18:31:05,-34.4833,-54.3333,65.03,86,74,13.2
520,Monster,NL,2022-07-09 18:31:05,52.0258,4.175,64.98,68,40,13.8
521,Ola,RU,2022-07-09 18:31:06,59.5833,151.2833,55.92,95,72,1.28
522,Lixourion,GR,2022-07-09 18:31:06,38.2019,20.4314,78.8,65,20,14.97
523,Port Blair,IN,2022-07-09 18:31:07,11.6667,92.75,82.44,83,100,8.05
524,Uray,RU,2022-07-09 18:31:07,60.1247,64.7758,70.14,70,92,4.07
525,Sokolo,ML,2022-07-09 18:31:08,14.7328,-6.1219,99.84,26,82,9.28
526,Isla Vista,US,2022-07-09 18:31:08,34.4133,-119.861,90.37,48,0,6.44
527,Penzance,GB,2022-07-09 18:27:15,50.1186,-5.5371,68.68,79,0,17.02
528,Matata,NZ,2022-07-09 18:31:09,-37.8833,176.75,53.58,91,53,3.87
529,Takoradi,GH,2022-07-09 18:31:09,4.8845,-1.7554,76.5,83,63,9.91
530,Hyeres,FR,2022-07-09 18:31:10,43.1167,6.1167,85.71,53,0,13.8
531,Butte,US,2022-07-09 18:31:10,39.6499,-121.5677,83.28,43,0,4.61
532,Fare,PF,2022-07-09 18:31:10,-16.7,-151.0167,77.65,75,49,17.58
533,Vinkovci,HR,2022-07-09 18:31:11,45.2883,18.8047,73.35,43,0,12.66
534,Roma,US,2022-07-09 18:31:11,43.2128,-75.4557,77.36,40,0,8.99
535,Jinchang,CN,2022-07-09 18:31:12,38.4953,102.1739,74.53,43,77,5.82
536,Kyra,RU,2022-07-09 18:31:12,49.5776,111.9753,48.87,88,1,4.97
537,Diego De Almagro,CL,2022-07-09 18:31:12,-26.3667,-70.05,64.89,28,0,8.52
538,Venice,US,2022-07-09 18:27:27,27.0998,-82.4543,91.98,81,20,10.36
539,Mercedes,AR,2022-07-09 18:31:13,-34.6515,-59.4307,72.05,66,99,11.41
540,Henties Bay,NA,2022-07-09 18:31:13,-22.116,14.2845,56.77,90,0,8.34
541,Shitanjing,CN,2022-07-09 18:31:14,39.2342,106.3439,64.36,46,0,6.85
542,Ellensburg,US,2022-07-09 18:31:14,46.9965,-120.5479,79.57,35,0,17.27
543,Sept-Iles,CA,2022-07-09 18:31:15,50.2001,-66.3821,66.06,52,75,17.27
544,Vanavara,RU,2022-07-09 18:31:15,60.34,102.2797,52.16,83,31,2.28
545,Fujin,CN,2022-07-09 18:31:16,47.26,132.0322,64.53,98,100,7.34
546,Karasjok,NO,2022-07-09 18:31:16,69.4719,25.5112,56.52,76,100,6.49
547,Raudeberg,NO,2022-07-09 18:31:17,61.9875,5.1352,50.67,84,99,15.35
548,La Orilla,MX,2022-07-09 18:31:17,17.9833,-102.2333,87.69,60,94,8.9
549,Naze,JP,2022-07-09 18:31:18,28.3667,129.4833,81.52,90,7,9.1
550,Viedma,AR,2022-07-09 18:28:54,-40.8135,-62.9967,58.93,30,11,13.04
551,Kahului,US,2022-07-09 18:27:47,20.8947,-156.47,80.62,78,40,11.5
552,Coos Bay,US,2022-07-09 18:31:18,43.3665,-124.2179,71.31,83,100,9.22
553,Coquimbo,CL,2022-07-09 18:32:19,-29.9533,-71.3436,62.33,55,75,5.75
554,Iisalmi,FI,2022-07-09 18:28:20,63.5592,27.1907,57.27,96,100,6.33
555,Kanker,IN,2022-07-09 18:32:19,20.2719,81.4931,75.04,94,100,2.51
556,Saint-Joseph,RE,2022-07-09 18:32:20,-21.3667,55.6167,66.58,73,32,17.27
557,Sao Jose Da Coroa Grande,BR,2022-07-09 18:32:20,-8.8978,-35.1478,76.59,85,27,15.93
